"TENo","count","inv.mean","inv.std.dev","participants.mean","distinct.cc","Status","Department  _","Department B _","Department C _","Department D _","Department E _","Department F _","Department G _","Department H _","Department I _","Department J _","Department K _","Department M _","Department N _","Department Q _","Department R _","Department S _","Department T _","Department U _","Department V _","Department W _","Department X _","Department Y _","Department Z _","status.bin"
"CN201402100044",25,0.02091816676,0.0240735552651546,0.56,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100045",4,0.12635870675,0.187779459165322,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100046",148,0.00738632705405405,0.00656558707955424,0.256756756756757,6,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100047",1,0.497580699,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100048",1,0.501507132,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100049",2,0.246255843,0.2261884148977,0,2,"Approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100050",2,0.2478671325,0.22647867728163,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100051",8,0.063939073875,0.0225297958884061,6.75,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100052",24,0.04193581975,0.0366749508339244,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100053",3,0.165794897333333,0.118874086837374,1.66666666666667,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100054",9,0.0564228006666667,0.0506866249421798,0.222222222222222,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100055",4,0.12314212475,0.0139406180555556,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100056",2,0.52577274,0,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100057",8,0.063098710125,0.0417571804436747,1.875,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100058",9,0.0555476647777778,0.0551056833813473,0.777777777777778,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100059",12,0.0415492261666667,0.0322052377963409,0.166666666666667,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"CN201402100060",9,0.0551675064444444,0.0998574921070871,0,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100061",1,0.509322122,NA,10,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100062",3,0.165929671666667,0.183208031727125,0,2,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100063",114,0.0100121384210526,0.013877990517208,0.789473684210526,7,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100064",15,0.0351821868,0.0488655641177211,2.4,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100065",13,0.0382526159230769,0.0520318144900669,0.230769230769231,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100066",18,0.0296399051111111,0.0452654859540486,3.66666666666667,5,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100067",13,0.0392670010769231,0.021777300556386,2.53846153846154,4,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100068",2,0.522307127,0,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100069",11,0.045485391,0.00316818259156549,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100071",14,0.0371532412857143,0.0480978315573312,2.14285714285714,6,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100072",13,0.0408274255384615,0.0601486383284266,3.61538461538462,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100073",22,0.0232334566363636,0.0276554668569015,0.636363636363636,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100074",4,0.147941148,0.290397486993174,15,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100075",13,0.0434634189230769,0.0597552125069126,4.38461538461539,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100076",2,0.553977407,0,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100077",9,0.0580327224444444,0.100224519227647,2.77777777777778,3,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100078",33,0.0159647072727273,0.0154301880245568,0.515151515151515,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100079",4,0.305288059,0.180008316521397,0,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100080",9,0.0555687067777778,0.073588948242095,0.111111111111111,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"CN201402100081",31,0.0164032819354839,0.025089659305123,0.0645161290322581,4,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100082",28,0.0199846559285714,0.0156205605603589,2.21428571428571,7,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100083",14,0.070845784,0.0257737666495239,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100086",12,0.083053212,0.0633293810748551,1.33333333333333,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100087",2,0.24724692,0.119956332277943,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"CN201402100089",10,0.0518210252,0.0422673828573299,4,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100090",4,0.2554217285,0.260537918996383,5,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100091",11,0.0469596683636364,0.0498696502080603,3.72727272727273,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100093",5,0.108732526,0.152075795866805,6.4,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100094",13,0.0415783814615385,0.0635092683092646,4.46153846153846,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100095",4,0.256447525,0.0803067724065414,0,1,"Approval",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100095",4,0.256447525,0.0803067724065414,0,1,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201402100096",5,0.0997332928,0.0471430323469036,1.4,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"CN201402100097",5,0.099163897,0.140583791247191,0.4,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100098",17,0.0322027664117647,0.0669606841410043,2.88235294117647,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100099",2,0.2463347505,0.119930636724621,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100100",35,0.0150306995142857,0.023933786846463,1.28571428571429,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100102",6,0.202490949333333,0.196833684755686,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100103",20,0.0266498752,0.0256089928246074,0.15,6,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100104",3,0.168639878,0.194464457516986,4.33333333333333,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100105",8,0.068922077625,0.0738277758229033,4.75,3,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100106",8,0.067633519375,0.115977975977487,7.375,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100107",1,0.498211958,NA,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100109",26,0.0197580803461538,0.0319303093361937,1.84615384615385,6,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100110",1,0.494108772,NA,0,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100111",14,0.0381986293571429,0.0384762920414814,9.35714285714286,3,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100112",9,0.0585545283333333,0.0863660920465939,2,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100113",32,0.0310100229375,0.0596341941907875,0.125,3,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100113",32,0.0310100229375,0.0596341941907875,0.125,3,"Rejected",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201402100114",14,0.0366183617142857,0.0545216785772683,0.285714285714286,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100115",87,0.0172711463103448,0.00396090398580815,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100116",22,0.0252645764090909,0.0591339016863469,2.54545454545455,5,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100117",22,0.0458253758181818,0.0515385782169596,0.272727272727273,5,"Approval",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100119",1,0.501103126,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100120",10,0.0529030038,0.0689382699546179,1.9,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100121",6,0.165292099333333,0.0507325810435119,3,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100121",6,0.165292099333333,0.0507325810435119,3,1,"Rejected",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201402100122",6,0.0882053403333333,0.0988319309608307,3.33333333333333,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100123",12,0.0436847869166667,0.0247645902583135,1.41666666666667,6,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100124",2,0.2582339885,0.308898213553372,7,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100125",6,0.0837013048333333,0.0641747639702133,2,3,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100126",6,0.0822935968333333,0.0974438767730432,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100127",5,0.101101358,0.0816764864045368,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0"
"CN201402100128",2,0.267623971,0.198250092814507,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100129",3,0.171897176333333,0.294417333978664,4.33333333333333,2,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100130",17,0.0293177257058824,0.00595114085593117,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100131",6,0.0869386131666667,0.0972438214638486,4.33333333333333,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100133",4,0.12503905925,0.0837606683415097,0.25,4,"Approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100134",17,0.0302816958235294,0.0346202686349581,1.58823529411765,4,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100135",25,0.0198380822,0.00583965828194279,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100136",6,0.0884535305,0.114225083169855,5,3,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100137",6,0.0888379673333333,0.14605516656718,5.83333333333333,2,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100138",12,0.04153110375,0.050822666471651,0.25,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100139",3,0.16450797,0.0104662674158389,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"CN201402100140",18,0.0553334574444444,0.048408836397676,0.666666666666667,3,"Approval",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100142",1,0.536971281,NA,30,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100143",2,0.493793143,0,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100144",12,0.0454028540833333,0.0575967219477745,3.33333333333333,5,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100145",1,0.52472485,NA,18,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100146",1,0.497523885,NA,9,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100147",18,0.0284075466666667,0.0373904614862358,0.5,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100148",24,0.04624106125,0.0531407609467789,3.16666666666667,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100149",5,0.1044576378,0.123120623885572,3.2,4,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100150",2,0.246871321,0.0932604250935652,2.5,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100151",1,0.497725888,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100152",2,0.492221307,0,0,1,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100154",16,0.03306528075,0.0382286153707014,1.8125,6,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100155",31,0.0172924594193548,0.0293556330710171,0.451612903225806,6,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100156",4,0.12936413275,0.224330277873457,4,2,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100157",20,0.0498628589,0.0821872597151818,0,3,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100158",5,0.1003228892,0.0908317449281771,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100159",3,0.16442315,0.0953577741417356,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"CN201402100160",2,0.259616447,0.150083369052011,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100161",10,0.0543258625,0.113165160181425,4.4,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100162",2,0.256120722,0.0649163736246082,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100163",1,0.494455965,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100164",2,0.247717208,0,0,1,"Approval",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100165",1,0.516120785,NA,0,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100166",13,0.042575878,0.0474754317892525,3.61538461538462,6,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100167",12,0.00994185241666667,0.018334986374279,0.583333333333333,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100168",14,0.0357832507142857,0.027701808905372,0.285714285714286,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100169",6,0.0828007081666667,0.0252335475663856,1.66666666666667,2,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100170",51,0.0100164641176471,0.0162102368083821,0.254901960784314,6,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100171",5,0.0998488134,0.0745752249137009,1.6,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100172",19,0.0261575593684211,0.00900768018654567,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100175",8,0.06254320175,0.00109024348002843,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100176",1,0.493793143,NA,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100177",7,0.071534118,0.0622055437407803,0.285714285714286,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100178",8,0.06725555275,0.10919148234404,5.875,3,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100179",22,0.0499851223636364,0.0570376226792486,3.72727272727273,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100181",1,0.523184577,NA,20,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100182",16,0.0322788934375,0.0264366498641079,2.25,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100184",26,0.0199940368846154,0.0305300959678901,0.153846153846154,5,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"CN201402100185",12,0.0414761051666667,0.00332430123885038,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100186",1,0.493414387,NA,0,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100187",22,0.0246143793636364,0.0299449152292499,1.13636363636364,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100188",78,0.0143338436666667,0.0380233880858937,1.15384615384615,6,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100189",29,0.0208254216551724,0.0266501451708119,2.37931034482759,6,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100190",5,0.1055156284,0.0779911112553334,6.6,2,"Approval",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100191",30,0.0335074558,0.0261619796711844,0.6,3,"Approval",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100192",40,0.02674058715,0.0113742158670914,3.3,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100193",8,0.06237749625,0.0619815815357845,1.125,3,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100194",3,0.165327870666667,0.0625432689579112,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100195",13,0.00653973369230769,0.00530818861275819,0.615384615384615,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100196",21,0.0293247915238095,0.0757069660959835,1.66666666666667,5,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100197",42,0.0132941862857143,0.026642624622332,2.21428571428571,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100198",1,0.522736383,NA,32,1,"Approval",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100199",4,0.2466219735,0.247339376609461,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100200",29,0.0180402815862069,0.018890031463366,1.68965517241379,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100201",7,0.0785751034285714,0.0832515683436642,4.42857142857143,4,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100202",15,0.0375644331333333,0.0675873207288431,3.53333333333333,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100203",21,0.0260039765714286,0.0342972527829246,2,4,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100204",1,0.498211958,NA,0,1,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100205",6,0.170306403,0.219179995665878,3.66666666666667,2,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100206",16,0.031791798125,0.0111669308062341,0,2,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"CN201402100207",34,0.0307900822941176,0.0160838004666027,2.29411764705882,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100207",34,0.0307900822941176,0.0160838004666027,2.29411764705882,1,"Rejected",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"CN201402100208",14,0.0354706871428571,0.00270491804573114,0,1,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"CN201402100209",12,0.0835056146666667,0.026202136896601,3,1,"Approval",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100210",1,0.49364164,NA,2,1,"Approval",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100211",16,0.0327136340625,0.0120111547698969,2.375,3,"Approval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"CN201402100212",20,0.02596137965,0.0550900914442426,1.1,4,"Approval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
